user_id,username,phone_number,coupon_cards
140,Geetika,9856351212,1
141,Sneha,9075982229,1
142,Warjas,7177420436,1
143,Mohammed,9936313923,1
144,Anusha,7807072468,1
145,Eshana,7102348464,1
146,Janani,6615371656,1
147,Samarth,6336506476,1
148,Janaki,6848726583,1
149,Girish,9070890634,1
150,Chanchal,7484477261,1
151,Kashvi,7302819530,1
152,Praneel,7214840702,1
153,Bina,9782643160,1
154,Timothy,6116336193,1
155,Hemani,7793990401,1
156,Charita,7474006398,1
157,Girik,8823381867,1
158,Yamini,6659419343,1
159,George,9208816448,1
160,Ishita,8132763252,1
161,Ubika,6145119645,1
162,Isaac,6327468567,1
163,Max,9190969728,1
164,Chakradhar,8557508158,1
165,Reyansh,6692727299,1
166,Radhika,9545497175,1
167,Aishani,6551452651,1
168,Ekaja,8939744677,1
169,Gunbir,8222702454,1
170,Nathan,8356880326,1
171,Teerth,7491904480,1
172,Aahana,6464497876,1
173,Kavya,8262689911,88
174,Gunbir,9305363654,1
175,Hitesh,9060850352,1
176,Tanmayi,8443610899,1
177,Yashasvi,6958877428,1
178,Girik,9637510579,1
179,Kamala,7216290097,1
180,Vasatika,8782496457,1
181,Kamala,9089201966,1
182,Jacob,9787841807,1
183,Dhriti,6276703220,1
184,Yashodhara,7588868750,1
185,Frederick,7859785302,1
186,Bhavani,7192869415,1
187,Advika,8690527495,1
188,Jack,9404631135,1
189,Avni,8286244754,1
190,Yochana,9614267890,1
191,Siya,6377789870,1
192,Jack,8555199445,1
193,Max,7187238331,1
194,Joshua,6686869261,1
195,Reva,7451952671,1
196,Mekhala,8979484513,1
197,Champak,8113632180,1
198,Pushti,9319399665,1
199,Ekbal,6172438904,1
200,Nisha,9156067362,1
201,Noah,6321637283,1
202,Balvan,9182820831,1
203,Kamya,9836498350,1
204,Wyatt,6846107834,2
205,Yochana,7123400290,1
206,Radha,6605018527,1
207,Devansh,8465017477,1
208,Abhiram,7731432150,1
209,Widisha,8388968491,1
210,George,7319985841,1
211,Adweta,7115763721,1
212,Barkha,6865100872,1272
213,Onkar,7588360179,181
214,Vasatika,8230783729,1
215,Rachana,7158689549,1
216,Vivaan,6023074016,1
217,Aahana,6834238322,1
218,Jacob,6348881644,74
219,Aahana,8292580228,1
220,Widisha,7226433684,1
221,Michael,9182524435,1
222,Ronith,7113984254,1
223,Hemang,7774897186,1
224,Nandini,7864133872,1
225,Adya,7232651200,1
226,Vasana,9990022978,1
227,Gunbir,6973807883,1
228,Darpan,9317329083,1
229,Unnati,7489137125,1
230,Simon,9118334444,1
231,Amruta,7262008130,1
232,Faraj,6351831853,1
233,Tara,9483380662,1
234,Vasatika,8767333621,1
235,Owen,9960400520,1
236,Chasmum,6837133318,1
237,Balhaar,7631694917,1
238,Kashvi,7719635744,1
239,Radhika,9211099766,1
240,Urvashi,9445086784,1
241,Advika,9141005003,1
242,Saanvi,7496232636,1
243,Krishna,6638975172,1
244,Fitan,9371829490,1
245,Yahvi,8423947102,2
246,Pooja,9046062049,1
247,Henry,6102230182,177
248,Bhavini,7670616933,1
249,Nakul,7893348056,1
250,Yashodhara,6219721437,1
251,Jackson,6659996385,1
252,Ekiya,7723012607,1
253,Urvashi,7222827848,1
254,Sudiksha,9672751569,1
255,Chaitanya,8675258781,1
256,Pushti,9019872109,1
257,Varenya,7893330085,1
258,Farhan,7562060052,1
259,Samarth,8674262355,1
260,Fariq,8335804627,1
261,Advik,6289498871,1
262,Agastya,6275674789,1
263,Nidhi,8573580020,2
264,Rajata,7141128125,1
265,Daksha,7967690150,1
266,Anya,9332672762,1
267,Guneet,7698739435,1
268,Anjali,6182068626,1
269,Yachana,6509059172,1
270,Jagat,7627886092,1
271,Gauri,9329058605,1
272,Urishilla,9613143346,1
273,Yachana,6742605566,1
274,Ira,9577819698,1
275,Ladli,7421724138,1
276,Tristan,7628032827,1
277,Saanvi,6009656281,1
278,Kamala,9546751711,1
279,Jeevika,7672940437,1
280,Harinakshi,7163299871,1
281,Ucchal,7887534143,2
282,Arjun,7653574131,1
283,Kamya,7144329938,1
284,Nidra,9024070974,1
285,Gautami,6700785151,1
286,Kritika,9635523612,1
287,Benjamin,9643727030,1
288,Laksh,8326464446,1
289,Tristan,8088368631,1
290,Triveni,8182409618,1
291,Yashoda,8117660648,1
292,Wishi,8620680293,1
293,Manya,9773302124,1
294,Janaki,6436008872,1
295,Aayush,6446208512,2
296,Chatresh,7498230843,1
297,Reyansh,8776370770,1
298,Triya,7038488950,1
299,Neel,7990419892,1
300,Ekavir,9505677703,918
301,Xavier,6100721287,1
302,Naveen,8879922653,1
303,Hitesh,6552905926,1
304,Gagan,8046127393,1
305,Vritti,7131026551,1
306,Vedika,6742714356,1
307,Odika,7164847157,1
308,Rajata,9613147522,1
309,Anvi,7513741512,1
310,Ishita,6256074623,1
311,Neelima,9245035390,1
312,Avni,8631722056,1
313,Harshil,8079768537,1
314,Osha,9742597333,1
315,Gunbir,8500782506,1
316,Zaitra,9538487100,1
317,Faras,6173653490,1
318,Brinda,7686556548,1
319,Anirudh,9237507028,82
320,Oscar,7669818539,1
321,Gagan,9908811060,1
322,Azad,7372565353,1
323,Meera,8809966626,1
324,Vritti,7926936773,1
325,Qabil,8897254910,1
326,Hemani,7880033142,1
327,Eta,8864637261,1
328,Wriddhish,6008349140,1
329,Vedika,6678509567,1
330,Umang,7338611794,1
331,Gagan,6454264385,1
332,Girish,6104596162,1
333,Chandani,6798420073,1
334,Noah,6044974346,2
335,Harish,7943212872,1
336,Charan,6998102133,1
337,Qadim,7244646691,1
338,Damyanti,9361919027,1
339,Chanchal,8074694781,1
340,Azaan,8054044780,1
341,Noah,6763014726,1
342,Ishaan,8728977997,1
343,Nikita,6553406381,1
344,Anvi,9231175132,1
345,Avi,6171151860,1
346,Mitesh,9991498345,1
347,Ekantika,8463145425,1
348,Harrison,7212096287,1
349,Gauri,9479222718,2
350,Tripti,7666534815,1
351,George,6829088803,1
352,Abhimanyu,8982566346,1
353,Nitara,7238553041,1
354,Ranbir,6159143842,1
355,Pratyush,8143038845,1
356,Ira,8924250854,1
357,Neha,8233562366,1
358,Harsh,6443153954,1
359,Hiral,6612019140,1
360,Ayush,8268383081,1
361,Samuel,6944705571,1
362,Jairaj,6053706799,1
363,Gayathri,9270545971,1
364,Yoshita,9239046561,1
365,Dalaja,8219295798,1
366,Ikshita,6945210154,1
367,Anusha,6536812669,1
368,Rajeshri,6280880475,1
369,Kalpit,8271081115,1
370,Mahika,6760942172,1
371,Tarak,7923193902,1
372,Naveen,9919533073,1
373,Liam,6336621103,1
374,Chaitaly,7853059069,1
375,Arjun,6784198147,1
376,Wakeeta,9291474997,1
377,Champak,6255497164,1
378,Veda,8088328881,1
379,Mitesh,6810210424,1
380,George,8561055657,1
381,Shivansh,6123359549,1
382,Pratyush,8322214672,1
383,Libni,9275897490,1
384,Meghana,7899994166,1
385,Varenya,6665853416,2
386,Gaurangi,9512242348,1
387,Ijaya,6449068366,1
388,Jagat,8335692181,1
389,Warjas,7007080263,1
390,Robert,9334295594,1
391,Bachittar,7266514297,1
392,Sneha,7723203306,2
393,Jyoti,6628693570,1
394,Ranbir,8246070135,1
395,Rayaan,8622671930,1
396,Tarak,6301347034,1
397,Dhruv,8615806035,1
398,Darsh,7758618054,1
399,Prisha,6490671587,1
400,Harshil,7697664090,1
401,Yug,8310766249,1
402,Joshua,6792002597,1
403,Jason,9469711838,116
404,Rachana,7450175493,58
405,Vedant,8606887234,1
406,Watika,8062112872,1
407,Urvi,9068427900,1
408,Charita,9170495915,1
409,Faras,8702076510,1
410,Jagvi,7566293314,1
411,Rajata,7775916936,2
412,Bachittar,8758123249,1
413,Balveer,9370701292,70
414,Yashica,9092725384,1
415,Bhavini,9515102328,1
416,Banjeet,8157288075,1
417,Rehaan,8512353672,1
418,Zilmil,6179846082,1
419,Eshana,6833919981,1
420,Aarav,6734884320,1
421,Kalpit,9738147789,1
422,Ekta,9648641634,1
423,Kashvi,8319421078,1
424,Wyatt,7334032240,1
425,Jairaj,7785030303,1
426,Faras,8691108808,1
427,Ladli,9621831310,1
428,Dalbir,8858494069,1
429,Aarna,6767023956,1
430,Widisha,7574775238,1
431,Wazir,9331783967,1
432,Ansh,7537849869,1
433,Reyansh,8445183534,1
434,Zayan,9273827982,1
435,Lopa,8934722129,1
436,Zarna,9624460051,1
437,Saanvi,8577698396,1
438,Bachittar,8565166410,1
439,Tanvi,6250696930,1
440,Brijesh,8792690446,1
441,Jonathan,8937883607,1
442,Ekavir,7762686378,1
443,Harsh,6011885144,1
444,Dayita,9964636860,1
445,Yashica,7544340307,89
446,Abha,6652495559,1
447,Samaksh,8885228171,1
448,Yachana,9782745403,1
449,Darsh,7077681599,1
450,Kevin,7995624320,1
451,Balendra,9606741592,1
452,Zinal,7644079452,1
453,Elijah,6905311652,1
454,Aradhana,7651299908,1
455,Rachita,6468471323,1
456,Rohan,8334873424,1
457,Zinal,6733313304,1
458,Anya,6952390127,1
459,Zaid,9852384128,1
460,Samaksh,6333898337,1
461,Ladli,8231710976,1
462,Girish,6526267875,1
463,Hemangini,8765972266,1
464,Farhan,8455115429,1
465,Megha,7983287869,1
466,Jhalak,6982573139,1
467,Abeer,7328476843,1
468,Faris,9244474731,1
469,Daniel,8423037693,1
470,Deepa,6676356256,1
471,Rayaan,6763289510,1
472,Yauvani,9417943515,2
473,Pallavi,9988509760,1
474,Vivaan,8814036737,1
475,Aarna,9683950853,1
476,Dhruv,8274652698,1
477,Yuvraj,8984073504,1
478,Aadhya,7369672913,1
479,Yachana,7813016631,1
480,Idika,9122917312,1
481,Inaya,8991639364,1
482,Panini,7406309937,1
483,Omkaar,6530091900,1
484,Triveni,9651266566,2
485,Dayita,8850147265,1
486,Faqid,9267857018,1
487,Hitesh,8768580893,1
488,Riya,6415485843,1
489,Urvi,7451491386,1
490,Daniel,9960245748,1
491,Tanveer,9727676052,1
492,Anmol,8986259582,1
493,Kavya,6124282296,1
494,Nakul,7315255810,1
495,Radhika,8022595383,875
496,Udyati,8072446154,1
497,Neel,6628241833,1
498,Bhavna,6266608589,2
499,Champak,6586502026,1
500,Brijesh,7346196927,1
501,Diya,7414142428,1
502,Aarav,9206537083,1
503,Nilima,9293247328,1
504,Mitesh,9015221328,1
505,Osha,8890957191,1
506,Charles,9803506403,1
507,Shivani,6499691065,1
508,Peter,8125157690,1
509,Nidra,9067638196,1
510,Ekani,8580602349,1
511,Kritika,7174134565,1
512,Sarthak,9408191580,1
513,Ronith,6117876356,1
514,Liam,8835879025,1
515,Gaurang,8635406028,2
516,Hamsini,8715453879,1
517,Samarth,6551095312,1
518,Kritika,8645218915,2
519,Baghyawati,6108330968,1
520,Tanmayi,7772134019,1
521,William,9860079513,1
522,Samar,8883906541,1
523,Isaiah,7594063015,1
524,Indira,7911875933,1
525,Darika,7535403282,1
526,Caleb,7181771836,1
527,Faraj,7704509284,1
528,Ekanta,8470852644,1
529,Lila,6816460692,1
530,Ucchal,8771363450,1
531,Samarth,9132841137,1
532,Eiravati,6823272919,1
533,Ekanta,8708323096,1
534,Samar,8444257959,1
535,Onveer,8493203575,1
536,Hardik,9770547553,1
537,Wishi,6147183143,1
538,Inaya,8859683631,1
539,George,7937283370,1
540,Advika,8162807782,2
541,Michael,6953524950,1
542,Naveen,6387510904,1
543,Chameli,7164146833,1
544,Anusha,7748522828,1
545,Shivani,6984873299,2
546,Ekanta,6975622466,1
547,Tanmayi,8176573108,1084
548,Ishanvi,9403035840,1
549,Nachiket,8165582880,1
550,Ansh,9638725205,1
551,Urvi,9470707663,1
552,Ranveer,6679313093,1
553,Tristan,8513626126,1
554,Vihaan,6571909841,1
555,Champak,6825366857,1
556,Ekaja,6787813393,1
557,Ekani,6646438501,1
558,Ekta,7475242755,1
559,William,7702005593,1
560,Vrishti,6202252786,1
561,Advay,9600289146,1
562,Sai,8101869619,1
563,Udyati,9376153390,1
564,Unni,8736849353,1
565,Nidhi,7990520280,1
566,Rachit,8199942256,1
567,Ekanta,9482147410,1
568,Vincent,6045340166,1
569,Upadhriti,7405997071,1
570,Frado,7308736701,1
571,Charan,6084735229,1
572,Hemangini,7709291020,1
573,Chakradhar,7578209913,1
574,Januja,8564996056,1
575,Ekanta,9300178572,1
576,Gavin,9294173702,1
577,Advik,7192615992,1
578,Upma,7782733968,1
579,Nakul,8911739793,1
580,Tanvi,9373924491,1
581,Nidra,7246602102,1
582,Frederick,8178595406,1
583,Rishi,8064159370,1
584,Hritik,6428958657,1
585,Azad,7139018262,2
586,Chatresh,9388208571,1
587,Yamini,9196213254,1
588,Mohammed,7881655390,1
589,Ridhi,8501433724,1
590,Quincy,8191536020,59
591,Gaurika,8928087938,1
592,Max,6310922854,1
593,Brijesh,7483518043,1
594,Harita,6804338605,1
595,Atharv,7851752071,1
596,Zaid,6071436762,1
597,Vedhika,6875913458,1
598,Amara,9804812961,1
599,Shivansh,7487327982,1
600,Amrita,9838158872,1
601,Rajeshri,9846454489,1
602,Bahadurjit,8883408826,1
603,Ria,8204369228,1
604,Krishna,8295973411,1
605,Xavier,6285548675,1
606,Akshay,9962945974,1
607,Vihaan,9639956870,2
608,Jason,7032659018,1
609,Samarth,8267384036,1
610,Yashvi,6750313118,1
611,Aachal,7278759499,1
612,Jatin,6758194143,173
613,Teerth,6733735441,1
614,Christopher,8761517742,1
615,Indira,7621680946,1
616,Aahana,9279036015,1
617,Yashawini,6969470248,1
618,Hemal,6267495925,1
619,Nitara,9323073281,1
620,Isha,6020665666,166
621,Viraj,9608889658,1
622,Harrison,8618230717,1
623,Fitan,9545208193,1
624,Omisha,8489307178,1
625,Matthew,9266006763,1
626,Fitan,9844055337,1
627,Rajeshri,8520074737,1
628,Vihaan,9708783141,1
629,Harish,7374756133,1
630,Isha,8367780452,1
631,Matthew,8051850791,1
632,Abhiram,6886563634,1
633,Hitesh,7980086410,1
634,Pooja,9142951564,1
635,Tejas,8024341990,1
636,Yug,9210470276,1
637,Jeremiah,9865425489,1
638,Chanakya,6952392388,1
639,Eiravati,8494497387,1
640,Neha,7073725480,1
641,Dhruv,7152238942,1
642,Bhavini,7826488910,1
643,Faras,9173923176,1
644,Udarsh,8951649242,1
645,Isaac,9693308027,1
646,Banjeet,8932417881,1
647,Darika,6359754603,1
648,Yadavi,8664524358,1
649,Max,7449257043,1
650,Darsh,7338024330,1
651,George,8994195168,1
652,Vanya,6775860998,1
653,Keya,8399038409,2
654,Orinder,6005909673,1
655,Nilima,6710024643,1
656,Unnati,7430780087,1
657,Ishwar,6353039395,1
658,Chakrika,8873414138,1
659,Yadavi,6465927527,129
660,Zashil,7498480343,1
661,Amrita,9654845535,1
662,Radhika,6209992552,1
663,Mekhala,7319373189,1
664,Rachita,8431069890,1
665,Gaurika,9618884108,1
666,Udant,9209920285,1
667,Raksha,8506838609,1
668,Mugdha,6765939043,1
669,Ikbal,8618474689,1
670,Chandresh,8220030338,1
671,Frado,7640763476,1
672,Rajeshri,6722913602,1
673,Ladli,8740621970,1
674,Jai,8381610565,1
675,Samuel,6720207193,1
676,Daksh,7011128258,1
677,Bishakha,6865266851,1
678,Yashvi,8818748593,1
679,Darsh,6909896604,1
680,Abhimanyu,6619818016,1
681,Dayita,8519031687,1
682,Yashica,6623536030,1
683,Ridhi,9641639264,110
684,Vaishnavi,7178362133,1
685,Atharv,6191371299,1
686,Lipika,7589249284,1
687,Jack,7350512977,1
688,Vincent,6854853553,1
689,Maanas,8680968862,56
690,Samar,7292277067,1
691,Charan,9956356756,1
692,Brinda,7329720156,1
693,Qarin,6239552510,1
694,Tripti,6162622801,1
695,Patrick,6453861907,1
696,Rachana,8407176225,1
697,Falan,8005926054,1
698,Balvan,9683684846,1
699,Vinaya,7459243834,1
700,Max,7519599193,1
701,Wahab,6469662752,1
702,Vihaan,8063649107,1
703,Girik,7963854108,1
704,Kamala,9147713798,1
705,Tanish,6445458662,1
706,Indira,8565813543,1
707,Turvi,7888928572,1
708,Netra,9426111121,1
709,Udarsh,9327566825,1
710,Yutika,8768857968,1
711,Prisha,7119562498,1
712,Ekani,7817273339,1
713,Harini,9031970745,1
714,Urishilla,9598590867,1
715,Rayaan,6572503241,1
716,Oliver,8407095824,1
717,Keya,6571030670,1
718,Gaurika,6809125647,1
719,Amara,8331962922,1
720,Mohammed,9786743078,1
721,Omaja,8663180097,1
722,Sai,6142331073,1
723,Chandani,8012091626,1
724,Wazir,7969107096,1
725,Nihal,6556769263,1
726,Elijah,6997382447,1
727,Rachana,7543986229,1
728,Ranveer,6639279230,1
729,Quincy,9927522855,1
730,Zinal,6591650500,1
731,Ojas,9582983367,2
732,Vamakshi,6125112110,1
733,Waida,6832314659,1
734,Yashvi,8632460511,1
735,Thomas,6614316073,1
736,Ekiya,6885437924,1
737,Jagvi,9924214177,1
738,Patrick,9810737117,1
739,Aradhana,6151908899,1
740,Luke,7750447572,1
741,Patrick,9257383459,2
742,Rudra,9605245783,1
743,Robert,7858251119,1
744,Ekiya,6489069453,1
745,Amara,7037396180,1
746,Neel,6265902971,1
747,Yadavi,6440289284,1
748,Hritik,9877722662,2
749,Geetika,9822751003,1
750,Orinder,8024269140,1
751,Ekantika,6865398630,1
752,Meera,8784090516,1
753,Yug,9166128491,1
754,Unnati,7585867728,1
755,Ayushman,7339843147,1
756,Ryan,6071255644,1
757,Aashi,8458046213,1
758,Finn,8730694865,1
759,Ria,8726082297,1
760,Samesh,7124458265,1
761,Nidra,7795799530,1
762,Arin,7857521247,1
763,Advay,6123958848,1
764,Sarthak,8805054821,1
765,Krisha,6534535221,1
766,Janani,9794569493,1
767,Ishwar,7205662818,1
768,Yagnesh,8103765001,1
769,Nitesh,7449023237,1
770,Damini,6698657710,1
771,Lucky,8880796149,1
772,Urvashi,7635054387,1
773,Jackson,9018893911,1
774,Chaitanya,7110784840,1
775,Timothy,7802552893,1
776,Baghyawati,8628870781,1
777,Libni,6552754052,1
778,Wyatt,9166207702,1
779,Krishna,8539365837,1
780,Krishna,8723274095,1053
781,Libni,6158597845,1
782,Ojas,8121070521,1
783,Varsha,9396160253,1
784,Indrajit,8607937875,1
785,Azad,6206082299,1
786,Yashoda,8302654402,1
787,Anika,7213339627,1
788,Odika,6461494768,1
789,Jasmit,8317058010,1
790,Upma,7808229071,1
791,Kalpit,6807053574,1
792,Mohini,8344620589,1
793,Ranveer,8572285618,1
794,Aachal,9381936603,1
795,Charan,9160299984,1
796,Max,7271205458,1
797,Victor,8489066141,1
798,Yoshita,8041569981,1
799,Bhavani,8409334214,1
800,Fiyaz,8778388500,1
801,Bhavika,9038754584,1
802,Aryan,6133540931,1
803,Ekta,6396127268,1
804,Raksha,9166109826,1
805,Tamanna,6112059595,1
806,Aashi,9756571640,1
807,Vrishti,6146822300,1
808,Aayush,8615928627,1
809,Rajata,7115174668,1
810,Ira,6645909466,1
811,Sara,9890807417,1
812,Chakradev,6244011247,1
813,Rachita,8702606847,1
814,Jackson,9186945292,1
815,Bina,9119260947,2
816,Lavanya,9164745507,1
817,Nandini,6268005844,2
818,Dayita,7442481685,1
819,Jonathan,9643375840,1
820,Jagdish,9853814605,1
821,Liam,8127778794,1
822,Oviya,8631538198,169
823,Yashawini,8900280835,1
824,Raksha,9816947075,2
825,Chanakya,8066918794,1
826,Damyanti,8344176713,1
827,Balvan,7463588684,1
828,Hemal,9737872489,1
829,Raagini,9892207341,1
830,Panini,7315440496,2
831,Sai,9528456662,1
832,Prisha,9770279821,1
833,Nitara,6488015506,1
834,Rachit,8946616308,1
835,Yasti,8691401254,1
836,Leena,6893023939,1
837,Neel,9434244479,1
838,Indali,7091983385,1
839,Vamakshi,9220612587,1
840,Darika,6150646539,1
841,Krisha,9425055218,1
842,Faris,9064114813,1
843,Avni,8503867965,1
844,Falguni,8584131621,1
845,Jagrati,9826184285,1
846,Jacob,6493110052,1
847,Devika,8400754858,1
848,Darsh,8827610739,1
849,Samesh,6346889537,1
850,Ansh,6985966587,1
851,Tanveer,6034354902,52
852,Rachana,8715344377,1
853,Kala,7569645503,1
854,Ronith,8620334721,1
855,Unnati,6696743151,1
856,Osha,9759856764,1
857,Atharv,9677013085,188
858,Bhanumati,7864336737,1
859,Nathaniel,6517991612,1
860,Ronith,8285353419,1
861,Hamsini,6169761793,1
862,Oni,6197298973,1
863,Guneet,7343737849,1
864,Nandini,9204256078,1
865,Brijesh,8071648139,1
866,Faraj,8698439252,1
867,Sanaya,8990321410,1
868,Faris,9779867296,1
869,Zansi,6685755323,1
870,Amol,7432186687,1
871,Aadi,6167021191,1
872,Vasatika,8213506113,1
873,Abdul,7019017100,1
874,Fitan,8861393364,1
875,Turvi,6207433106,1
876,Farhan,8208733453,127
877,Upasna,9584636090,1
878,Aradhana,6525409475,1
879,Wyatt,8158790968,1
880,Omisha,9213348725,1
881,Tejas,8055617352,1
882,Yachana,9493744440,1
883,Charan,8473794267,1
884,Ishaan,8793121675,1
885,Rachit,9371846372,1
886,Gauri,9160432787,2
887,Yuvraj,9009072321,1
888,Jatin,8636473482,1
889,Qarin,8801464554,1
890,Arjun,9785319891,1
891,Simon,7284553941,1
892,Lipika,7530879656,1
893,Yashasvi,9000108518,1
894,Yutika,9770091480,1
895,Triveni,6251199311,1
896,Pooja,6857962980,1
897,Aryan,9640903416,1
898,Devansh,6509466706,1
899,Nathan,7092949333,932
900,Tejas,8813868964,1
901,Kritika,9231486210,1
902,Mugdha,8949825807,1
903,Hemangini,7191245420,1
904,Anjali,8709008045,1
905,Eesha,9918707209,1044
906,Inaya,9010390260,120
907,Yutika,7592174777,1
908,Daksha,8480559712,2
909,Lekha,6747682227,1
910,Xavier,8596010705,1
911,Ethan,8300530025,1
912,Guneet,6107491068,1
913,Laksh,7969469834,1
914,Thomas,8071740891,1
915,Varsha,9998998804,187
916,Raghav,6403421045,1
917,Wridesh,7495397648,1
918,Ekansh,9149067615,1
919,Michael,8973970157,1
920,Zayan,7157225267,1
921,Odika,7176725416,2
922,Urvi,9023954378,1
923,Nimrat,6806903133,1
924,Girik,7652376797,1
925,Chandresh,6970151292,1
926,Michael,9520255052,1
927,Veer,6756518638,1
928,Diya,6665454750,1
929,Ria,9553905561,1
930,Umang,6255962626,1
931,Raagini,9094238849,1
932,Hemal,6579357358,1
933,Charan,9109672621,1
934,Mugdha,6014163323,2
935,Abhiram,7902371132,1
936,Tanvi,6242398268,1
937,Damini,9799995706,1
938,Alexander,6334570241,1
939,Girik,8834713727,2
940,Naksh,8288121913,1
941,Anthony,8577135263,1
942,Ikbal,7536340830,1
943,Omkaar,6375937150,1
944,Neha,8082731555,132
945,Gabriel,9020280926,1
946,Aradhana,6302523007,1
947,Janani,7397560592,1
948,Isaac,6219372012,1
949,Lajita,9576121153,1
950,Bakhshi,7482341567,1
951,Aadhya,9550469947,1
952,Dakshesh,7427827137,1
953,Ranveer,6680947308,1
954,Jeet,6738794261,1
955,Andrew,6398294891,1
956,Vasudha,9949916773,1
957,Jacob,7323860936,1
958,Qarin,6786734781,1
959,Rohan,8133808710,1
960,Ekani,9382016580,1
961,Wriddhish,8055838304,1
962,Pranav,6956625267,1
963,Mugdha,9131607246,1
964,Kamya,9620413611,1
965,Chandani,7443057112,1
966,Ganga,8525239095,1
967,Lohit,6340692103,1
968,Nachiket,6753528887,1
969,Sneha,9997502734,1
970,Christopher,8691716709,1
971,Harrison,8052993580,1
972,Lipika,6135772678,1
973,Ranveer,6761421190,1
974,David,6357790915,1
975,Darpan,9493070103,1
976,Tejas,9670015341,1
977,Dakshesh,6791431098,1
978,Aradhana,9032216218,1
979,Jeremiah,8817898877,1
980,Ishani,9608459061,1
981,Ojas,6440693351,1
982,Odika,7988386102,1
983,Forum,7141788393,1
984,Aarini,9979154293,1
985,Yug,9882384789,1
986,Neel,6389295379,1
987,Rachana,8121905394,1
988,Saanvi,8265746183,1
989,Faras,8052743029,1
